ticker,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
TVTX UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TW UW,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
TWI UN,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
TWKS UW,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
TWLO UN,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
TWNK UR,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
TWO UN,Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
TWOU UW,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
TWST UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
TXG UW,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
TXN UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
TXRH UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
TXT UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
TYL UN,Information Technology,Software & Services,Software,Application Software
TYRA UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
U UN,Information Technology,Software & Services,Software,Application Software
UA UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
UAA UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
UAL UW,Industrials,Transportation,Passenger Airlines,Passenger Airlines
UBA UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
UBER UN,Industrials,Transportation,Ground Transportation,Passenger Ground Transportatio
UBSI UW,Financials,Banks,Banks,Regional Banks
UCBI UW,Financials,Banks,Banks,Regional Banks
UCTT UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
UDMY UW,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
UDR UN,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
UE UN,Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
UEC UA,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
UEIC UW,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
UFCS UW,Financials,Insurance,Insurance,Property & Casualty Insurance
UFI UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Textiles
UFPI UW,Industrials,Capital Goods,Building Products,Building Products
UFPT UR,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
UGI UN,Utilities,Utilities,Gas Utilities,Gas Utilities
UHAL UN,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
UHAL/B UN,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
UHS UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
UHT UN,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
UI UN,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
UIS UN,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
ULCC UW,Industrials,Transportation,Passenger Airlines,Passenger Airlines
ULH UW,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
ULTA UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Other Specialty Retail
UMBF UW,Financials,Banks,Banks,Regional Banks
UMH UN,Real Estate,Equity Real Estate Investment,Residential REITs,Single-Family Residential REIT
UNF UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
UNFI UN,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors
UNH UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Managed Health Care
UNIT UW,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
UNM UN,Financials,Insurance,Insurance,Life & Health Insurance
UNP UN,Industrials,Transportation,Ground Transportation,Rail Transportation
UNTY UQ,Financials,Banks,Banks,Regional Banks
UNVR UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
UONE UR,Communication Services,Media & Entertainment,Media,Broadcasting
UONEK UR,Communication Services,Media & Entertainment,Media,Broadcasting
UP UN,Industrials,Transportation,Passenger Airlines,Passenger Airlines
UPBD UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Computer & Electronics Retail
UPLD UQ,Information Technology,Software & Services,Software,Application Software
UPS UN,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
UPST UW,Financials,Financial Services,Consumer Finance,Consumer Finance
UPWK UW,Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
URBN UW,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
URG UA,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
URI UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
USB UN,Financials,Banks,Banks,Diversified Banks
USCB UQ,Financials,Banks,Banks,Regional Banks
USFD UN,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Distributors
USLM UW,Materials,Materials,Construction Materials,Construction Materials
USM UN,Communication Services,Telecommunication Services,Wireless Telecommunication Ser,Wireless Telecommunication Ser
USNA UN,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
USPH UN,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
UTHR UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
UTI UN,Consumer Discretionary,Consumer Services,Diversified Consumer Services,Education Services
UTL UN,Utilities,Utilities,Multi-Utilities,Multi-Utilities
UTMD UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies
UTZ UN,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
UUUU UA,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
UVE UN,Financials,Insurance,Insurance,Property & Casualty Insurance
UVSP UW,Financials,Banks,Banks,Regional Banks
UVV UN,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
UWMC UN,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
V UN,Financials,Financial Services,Financial Services,Transaction & Payment Processi
VAC UN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
VAL UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
VALU UR,Financials,Financial Services,Capital Markets,Financial Exchanges & Data
VBIV UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VBTX UQ,Financials,Banks,Banks,Regional Banks
VC UW,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
VCEL UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VCSA UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
VCTR UW,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
VCYT UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VECO UW,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductor Materials & Equi
VEEV UN,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
VEL UN,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
VERA UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VERI UQ,Information Technology,Software & Services,Software,Application Software
VERU UR,Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
VERV UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VFC UN,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
VGR UN,Consumer Staples,"Food, Beverage & Tobacco",Tobacco,Tobacco
VHI UN,Materials,Materials,Chemicals,Specialty Chemicals
VIA UW,Utilities,Utilities,Electric Utilities,Electric Utilities
VIAV UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
VICI UN,Real Estate,Equity Real Estate Investment,Specialized REITs,Other Specialized REITs
VICR UW,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
VIEW UQ,Industrials,Capital Goods,Building Products,Building Products
VIR UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VIRT UW,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage
VITL UQ,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
VLD UN,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie
VLGEA UW,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Food Retail
VLO UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
VLY UW,Financials,Banks,Banks,Regional Banks
VMC UN,Materials,Materials,Construction Materials,Construction Materials
VMEO UW,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
VMI UN,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
VMW UN,Information Technology,Software & Services,Software,Systems Software
VNDA UQ,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VNO UN,Real Estate,Equity Real Estate Investment,Office REITs,Office REITs
VNT UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
VOYA UN,Financials,Financial Services,Financial Services,Diversified Financial Services
VPG UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
VRAY UQ,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
VRDN UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VRE UN,Real Estate,Equity Real Estate Investment,Residential REITs,Multi-Family Residential REITs
VREX UW,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
VRNS UW,Information Technology,Software & Services,Software,Systems Software
VRNT UW,Information Technology,Software & Services,Software,Application Software
VRRM UR,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S
VRSK UW,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services
VRSN UW,Information Technology,Software & Services,IT Services,Internet Services & Infrastruc
VRT UN,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
VRTS UW,Financials,Financial Services,Capital Markets,Asset Management & Custody Ban
VRTV UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
VRTX UW,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VSAT UW,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
VSCO UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Apparel Retail
VSEC UW,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
VSH UN,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
VST UN,Utilities,Utilities,Independent Power and Renewabl,Independent Power Producers &
VSTO UN,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
VTGN UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VTLE UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
VTNR UR,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
VTOL UN,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
VTR UN,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
VTRS UW,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
VTS UN,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
VTYX UW,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
VUZI UR,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
VVI UN,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
VVV UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail
VVX UN,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
VWE UQ,Consumer Staples,"Food, Beverage & Tobacco",Beverages,Distillers & Vintners
VXRT UR,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
VZ UN,Communication Services,Telecommunication Services,Diversified Telecommunication,Integrated Telecommunication S
VZIO UN,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Consumer Electronics
W UN,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Homefurnishing Retail
WAB UN,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
WABC UW,Financials,Banks,Banks,Regional Banks
WAFD UW,Financials,Banks,Banks,Regional Banks
WAL UN,Financials,Banks,Banks,Regional Banks
WASH UW,Financials,Banks,Banks,Regional Banks
WAT UN,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services
WBA UW,Consumer Staples,Consumer Staples Distribution,Consumer Staples Distribution,Drug Retail
WBD UW,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
WBS UN,Financials,Banks,Banks,Regional Banks
WCC UN,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
WD UN,Financials,Financial Services,Financial Services,Commercial & Residential Mortg
WDAY UW,Information Technology,Software & Services,Software,Application Software
WDC UW,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
WDFC UW,Consumer Staples,Household & Personal Products,Household Products,Household Products
WE UN,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Operating Companie
WEAV UN,Information Technology,Software & Services,Software,Application Software
WEC UN,Utilities,Utilities,Multi-Utilities,Multi-Utilities
WEJO UW,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
WELL UN,Real Estate,Equity Real Estate Investment,Health Care REITs,Health Care REITs
WEN UW,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
WERN UW,Industrials,Transportation,Ground Transportation,Cargo Ground Transportation
